136: x=0.38931 y=0.11980 w=0.02332 h=0.03423 area=1469 aspect=0.84
137: x=0.42788 y=0.23859 w=0.00651 h=0.00970 area=1465 aspect=0.85
138: x=0.36855 y=0.75088 w=0.00575 h=0.00970 area=1462 aspect=0.96
139: x=0.68343 y=0.69418 w=0.00532 h=0.00780 area=1460 aspect=0.84
140: x=0.54720 y=0.47484 w=0.00607 h=0.00913 area=1455 aspect=0.86
141: x=0.43059 y=0.57387 w=0.00553 h=0.00913 area=1448 aspect=0.94
142: x=0.66012 y=0.70484 w=0.00542 h=0.00875 area=1447 aspect=0.92
143: x=0.72552 y=0.20177 w=0.00575 h=0.00818 area=1445 aspect=0.81
144: x=0.21078 y=0.74260 w=0.00499 h=0.00913 area=1438 aspect=1.04
145: x=0.57069 y=0.27041 w=0.00868 h=0.00932 area=1430 aspect=0.61
146: x=0.43855 y=0.65517 w=0.00542 h=0.00875 area=1424 aspect=0.92
147: x=0.38681 y=0.66101 w=0.00597 h=0.00932 area=1417 aspect=0.89
148: x=0.11631 y=0.00455 w=0.00434 h=0.01255 area=1415 aspect=1.65
149: x=0.44259 y=0.40840 w=0.00575 h=0.00913 area=1414 aspect=0.91
150: x=0.65720 y=0.34614 w=0.01020 h=0.01274 area=1395 aspect=0.71
151: x=0.47854 y=0.48359 w=0.00564 h=0.00970 area=1390 aspect=0.98
152: x=0.41233 y=0.52551 w=0.00532 h=0.00913 area=1383 aspect=0.98
153: x=0.64575 y=0.38760 w=0.00553 h=0.00799 area=1380 aspect=0.82
154: x=0.69420 y=0.56284 w=0.00553 h=0.00780 area=1380 aspect=0.80
155: x=0.47604 y=0.67251 w=0.00597 h=0.00894 area=1379 aspect=0.85
156: x=0.88429 y=0.97217 w=0.00651 h=0.01693 area=1374 aspect=1.48
157: x=0.66208 y=0.14360 w=0.00477 h=0.00799 area=1366 aspect=0.95
158: x=0.62076 y=0.33736 w=0.00553 h=0.00932 area=1366 aspect=0.96
159: x=0.59617 y=0.39974 w=0.00553 h=0.00837 area=1366 aspect=0.86
160: x=0.33836 y=0.69359 w=0.00618 h=0.00875 area=1363 aspect=0.81
161: x=0.73671 y=0.57704 w=0.00532 h=0.00799 area=1350 aspect=0.86
162: x=0.68446 y=0.30734 w=0.00542 h=0.00818 area=1349 aspect=0.86
163: x=0.58795 y=0.31561 w=0.00586 h=0.00894 area=1334 aspect=0.87
164: x=0.65571 y=0.56059 w=0.00532 h=0.00875 area=1324 aspect=0.94
165: x=0.15415 y=0.97373 w=0.01193 h=0.01350 area=1321 aspect=0.65
166: x=0.48121 y=0.29561 w=0.00586 h=0.00932 area=1312 aspect=0.91
167: x=0.52557 y=0.50075 w=0.00575 h=0.00856 area=1312 aspect=0.85
168: x=0.47117 y=0.48592 w=0.00900 h=0.01065 area=1305 aspect=0.67
169: x=0.48336 y=0.79373 w=0.00445 h=0.00932 area=1305 aspect=1.20
170: x=0.87588 y=0.56562 w=0.01215 h=0.01426 area=1304 aspect=0.67
171: x=0.23544 y=0.81837 w=0.02148 h=0.03176 area=1300 aspect=0.84
172: x=0.57202 y=0.47194 w=0.00564 h=0.00799 area=1296 aspect=0.81
173: x=0.54382 y=0.41863 w=0.00542 h=0.00856 area=1294 aspect=0.90
174: x=0.64914 y=0.62596 w=0.00499 h=0.00799 area=1291 aspect=0.91
175: x=0.65855 y=0.26945 w=0.00499 h=0.00894 area=1289 aspect=1.02
176: x=0.91113 y=0.06719 w=0.01237 h=0.01598 area=1285 aspect=0.74
